#################################################################################################################################
# Volcano-tectonic architecture of Bioko Island (Equatorial Guinea) derived from TanDEM-X synthetic aperture radar data
# Supplementary Material – Bulletin of Volcanology
#
# Jacob Brauner (1), Thomas R. Walter (2), Oscar A.N. Ela (3), Loÿc Vanderkluysen (1)
# 
# (1) Drexel University, Philadelphia, PA, USA
# (2) Deutsches GeoForschungsZentrum GFZ, Potsdam, Germany
# (3) Universidad Nacional de Guinea Ecuatorial, Malabo, Equatorial Guinea
# Corresponding Author: JB, email: jb4356@drexel.edu
#################################################################################################################################

OBJECTID;LAT;LON;Proj_E;Proj_N;ElevMin;ElevMax;AreaBase;WidthBase;AxisBaseMin(s);AxisBaseMax(s);AxisBaseMean(s);AxisBaseMin(bc);AxisBaseMax(bc);AxisBaseMean(bc);AxisBaseMax;ElevLowCurve;ElevLowCurveFraction;AreaLowCurve;WidthLowCurve;AxisLowCurve;ElevSummitReg;ElevSummitRegFraction;AreaSummitReg;WidthSummitReg;AxisSummitRegMax(cont);HeightMax;HeightPoly1;HeightTIN;HeightIDW;VolMax;VolPoly1;VolTIN;VolIDW;EIoutline;IIoutline;EIavg;IIavg;HWratioPOLY1;HWratioTIN;HWratioIDW;WWratio(cont);SlopeMin(tot);SlopeMax(tot);SlopeMean(tot);SlopeMedian(tot);SlopeSD(tot);SlopeMean(flank);SlopeMedian(flank);SlopeSD(flank);SlopeMean(lowflank);SlopeMedian(lowflank);SlopeSD(lowflank);SlopeMean(mainflank);SlopeMedian(mainflank);SlopeSD(mainflank);SlopeMean(summit);SlopeMedian(summit);SlopeSD(summit);ElevSlopeMax;HeightFracSlopeMax;SlopeAvgMax;AzimAxisBaseMax(s);AzimAxisBaseMax(bc);AzimAxisBaseMax;AzimCurvesAvg;PeaksNumTot;PeaksNumFlank;PeaksNumSummit;HolesNumTot;HolesNumFlank;HolesNumSummit;NumMainCurvesFlank;NumMainCurvesSummit;NumSlopeBins
82;3.6254248;8.7036826;467092.69;400729.12;878.767;942.978;0.03888;222.49394;137.82337;229.86595;186.59944;185.842;260.73506;220.84794;262.08396;932;0.829037;0.007431558;97.273603;110.81256;942;0.984774;0.000088;1.06E+01;21.180439;64.2106;36.7012;23.2551;38.9299;0.001708775;0.000677047;0.00037365;0.000725208;1.3875367;1.0775991;1.90719;1.05687;0.16495386;0.10452;0.17497048;0.047578873;7.12585;26.6185;17.9479;17.9594;4.47658;18.1767;17.9594;4.29159;18.7831;18.3003;3.9835;14.0533;15.3167;4.43594;9.02415;9.02415;0;934;0.860184;18.7552;158.199;45;74.0546;105.965;0;0;0;0;0;0;11;0;65
83;3.6316134;8.7053014;467272.69;401413.12;774.573;893.297;0.141912;425.07407;281.82338;439.90353;398.30404;373.86595;482.51246;427.48912;489.65295;879;0.879581;0.02016585;160.23719;202.03423;883;0.913273;0.01232621;125.27656;180.91942;118.724;54.865;60.0153;64.291;0.010600211;0.002984646;0.002672413;0.004017609;1.3269285;1.051352;1.81563;1.29564;0.1290716;0.14118791;0.15124647;0.29471702;2.16018;37.1943;18.7273;18.5064;6.96741;19.6937;18.7993;6.39173;20.0074;19.1198;6.27312;10.909;11.8642;1.86726;9.38568;9.11072;5.32087;881;0.896427;12.4349;12.5288;51.3402;53.9726;79.1459;2;2;0;2;2;0;5;10;120
84;3.6316114;8.6991422;466588.69;401413.12;758.03;830.912;0.07128;301.25822;149.84205;326.55844;250.3531;256.43178;340.99688;298.18838;354.55888;828;0.960048;0.001820483;48.144684;68.265936;830;0.987489;0.000203576;16.099705;21.685381;72.882;37.0645;28.2574;30.5471;0.003994694;0.001089777;0.0006792;0.000828369;1.3851568;1.0951096;1.87968;1.13362;0.12303238;0.093798094;0.10139826;0.053441546;3.34587;25.3385;15.6856;15.7516;5.58932;15.8362;15.8697;5.48811;16.375;16.4624;5.16211;7.21557;8.92765;2.79119;5.4477;5.4477;0;829;0.973768;7.21557;81.8699;116.565;113.962;90;0;0;0;0;0;0;3;0;73
85;3.6110926;8.6975282;466408.69;399145.12;914.2;1011.55;0.128952;405.19968;252;433.79551;352.15085;347.64677;434.97946;404.00732;455.36799;1005;0.932736;0.005338833;82.447641;151.39572;1007;0.953281;0.003802766;69.583272;120.80667;97.3478;46.3541;42.3452;45.1742;0.008124885;0.002383398;0.001727131;0.002209426;1.2629519;1.0987383;3.19753;1.08011;0.11439823;0.10450441;0.11148625;0.17172588;4.73837;30.9035;17.6786;18.095;6.45519;17.9872;18.1965;6.33103;18.0934;18.1965;6.25875;6.20038;6.20038;0;10.7641;8.04691;5.80607;1005;0.932736;23.9186;95.7106;99.4623;108.435;0;0;0;0;0;0;0;3;4;98
86;3.6022933;8.6806751;464536.69;398173.12;804.465;925.993;0.162648;455.07127;268.99686;518.46312;405.18515;327.56465;511.59969;442.43423;531.53363;886;0.670917;0.048069026;247.39317;275.10986;899;0.777889;0.023583174;173.28309;227.01503;121.527;55.2311;55.7084;68.9023;0.011093201;0.003247956;0.002883156;0.004042107;1.3642773;1.1412742;1.44732;1.08245;0.12136798;0.12241695;0.15140987;0.38078231;3.62182;29.8387;16.7517;16.3387;4.89604;16.5615;16.1683;4.91762;16.1464;15.6676;4.9475;18.6963;20.286;4.25437;18.1945;17.8055;4.61214;899;0.777889;21.6096;142.125;146.31;118.301;52.9196;0;0;0;0;0;0;14;26;122
87;3.5996842;8.6703031;463384.69;397885.12;701.424;789.31;0.060912;278.488;188.49842;370.08397;276.25522;180;373.86595;282.05878;387.73186;764;0.712013;0.017126319;147.66823;172.14769;766;0.73477;0.015351778;139.80876;165.63975;87.8856;46.2917;42.928;55.8472;0.003331366;0.000955501;0.000786203;0.001335021;1.9384295;1.0756425;1.3813;1.02699;0.16622507;0.1541466;0.20053729;0.50202796;4.75667;28.4864;17.664;17.5876;6.28206;17.2101;16.9103;6.43349;17.0605;16.9103;6.4213;24.0955;24.0955;0;19.3051;19.7352;5.62561;766;0.73477;24.0955;74.0546;68.1986;68.1986;50.2309;2;2;0;0;0;0;3;23;89
88;3.5645398;8.76691;474112.69;393997.12;2297.59;2383.99;0.075168;309.36527;201.79986;349.49532;285.44441;268.99686;371.68399;305.85361;375.85104;2381;0.965423;0.002126641;52.035786;73.842253;2383;0.98857;0.000497718;25.173674;47.759336;86.4021;35.9492;24.678;33.4524;0.005133417;0.000759771;0.000411559;0.000787008;1.4760069;1.0880452;2.66311;1.04102;0.11620315;0.079769713;0.10813235;0.081372013;1.48805;32.4703;16.5008;14.8619;6.99709;16.7992;15.0669;6.82063;16.7992;15.0669;6.82063;-1;-1;-1;6.05546;10.6229;6.45929;2381;0.965423;9.47634;26.5651;18.435;16.6992;0;2;2;0;0;0;0;3;0;87
89;3.5638843;8.7513513;472384.69;393925.12;2134.26;2298.54;0.183384;483.20984;116.49846;705.63874;457.39349;345.79986;670.68526;488.13372;742.15901;2293;0.966302;0.000471016;24.4891;35.10585;2298;0.996739;0.00000441;2.3696236;3.3969383;164.272;60.3152;57.7146;64.6318;0.016964817;0.002343078;0.002060791;0.003402538;2.3589698;1.095445;2.05501;1.06654;0.12482193;0.11944003;0.13375521;0.004903922;1.87751;35.2999;19.0924;18.8729;7.87552;19.1419;19.2716;7.8738;19.1419;19.2716;7.8738;-1;-1;-1;10.966;10.966;0;2293;0.966302;6.40888;53.7462;41.1859;50.9061;0;2;2;0;0;0;0;6;0;165
90;3.566815;8.7494056;472168.69;394249.12;2261.18;2340.34;0.077112;313.34014;0;389.39955;253.81005;209.82337;421.49532;319.12444;434.98965;2340;0.995716;0.00000508;2.5444812;4.5183297;2340;0.995716;0.00000508;2.5444812;4.5183297;79.1545;35.0886;26.9126;35.3198;0.004744664;0.000821225;0.000542835;0.001145783;1.9271956;1.1034434;3.15324;1.11453;0.11198253;0.085889403;0.11272039;0.008120508;0.968717;30.4557;14.4262;14.3794;7.07434;14.4653;14.3794;7.11525;14.4653;14.3794;7.11525;-1;-1;-1;11.5727;11.5727;0;0;-28.5667;0;33.6901;63.4349;65.556;47.5606;2;2;0;0;0;0;1;0;80
91;3.5736608;8.7737148;474868.69;395005.12;2426.72;2512.53;0.077112;313.34014;0;331.9036;195.32375;257.84198;340.99688;306.88382;341.52597;2512;0.993874;0.0000014;1.3339674;2.3877373;2512;0.993874;0.0000014;1.3339674;2.3877373;85.8052;24.4734;19.9004;22.7166;0.004399371;0.000440958;0.00032246;0.000626695;1.1879971;1.0753394;3.20393;1.11531;0.078104862;0.063510505;0.072498061;0.00425725;3.35848;24.1988;15.1251;14.9665;4.8005;15.1363;15.421;4.83322;15.1363;15.421;4.83322;-1;-1;-1;14.3167;14.3167;0;0;-28.2817;0;139.399;63.4349;71.565;39.0855;0;0;0;0;0;0;1;0;87
92;3.5866866;8.7669044;474112.69;396445.12;2580.71;2819.46;0.368064;684.5682;0;956.54375;538.53113;506.55841;936;707.03963;956.54375;2819;0.998092;0.0000229;5.3995052;14.242444;2819;0.998092;0.0000229;5.3995052;14.242444;238.745;45.1262;48.9067;56.7834;0.054479375;0.005528422;0.005725376;0.007545099;1.9524334;1.0670016;6.95763;1.12348;0.065919247;0.071441732;0.08294783;0.007887461;1.95635;35.6495;17.0749;16.3302;5.49482;17.0902;16.3302;5.49695;17.0902;16.3302;5.49695;-1;-1;-1;12.2998;12.2998;0;2819;0.998092;13.7482;70.2011;67.3801;70.2011;166.58;2;2;0;0;0;0;1;0;240
93;3.5899431;8.765607;473968.69;396805.12;2398.39;2846.89;1.977048;1586.5862;80.498448;2001.8072;1178.567;1081.1243;2008.9035;1565.7681;2038.0579;2845;0.995792;0.0000565;8.4781894;15.318445;2846;0.998021;0.0000125;3.986318;7.2024989;448.498;142.296;178.817;156.724;0.44931024;0.084136563;0.083636616;0.095858974;1.6500827;1.1224048;3.26455;1.11601;0.08968684;0.1127056;0.098780873;0.002512513;1.20514;46.5091;20.0319;18.861;8.00899;20.0354;18.861;8.01033;20.0383;18.863;8.012;15.4135;15.4135;0;14.5686;14.5686;0;2846;0.998021;15.4135;52.3058;52.3058;72.5252;127.011;4;4;0;2;2;0;2;0;449
94;3.5876623;8.7617177;473536.69;396553.12;2667.96;3032.45;1.35756;1314.7239;1045.1987;1571.5114;1274.7689;1081.1239;1537.1342;1311.4821;1562.9972;2852;0.50492;0.59560514;870.83179;1100.8212;3032;0.998763;0.00000645;2.8665026;4.3423462;364.489;240.533;232.406;246.587;0.24059876;0.094497172;0.081715924;0.09602148;1.413342;1.1249176;1.56788;1.1055;0.18295302;0.17677134;0.18755776;0.002180308;1.50713;45.3083;21.981;22.5297;6.95307;21.9955;22.5666;6.93934;20.5257;21.0121;5.86145;24.0456;25.5464;7.76428;5.90061;5.90061;0;2939;0.743611;38.2944;60.7512;68.6294;61.0736;178.359;3;3;0;2;2;0;181;0;366
95;3.5883119;8.7552345;472816.69;396625.12;2604.45;2744.52;0.124416;398.00925;0;612;362.54382;232.9969;614.24121;438.44506;612;2744;0.99631;0.0000181;4.8000857;15.113183;2744;0.99631;0.0000181;4.8000857;15.113183;140.067;32.4631;29.2729;43.5837;0.012977471;0.001712831;0.001536248;0.002849277;2.3643758;1.0977242;9.9132;1.11713;0.081563769;0.073548413;0.10950434;0.012060236;1.78771;24.9452;15.9647;16.9786;5.90713;16.0168;16.9786;5.9061;16.0168;16.9786;5.9061;-1;-1;-1;9.96762;9.96762;0;2744;0.99631;7.15246;61.9275;60.2551;61.9275;170.763;0;0;0;0;0;0;1;0;141
96;3.5811468;8.7552364;472816.69;395833.12;2581.88;2677.91;0.054432;263.25838;0;356.38182;183.10959;188.49844;360;262.19608;360;2677;0.990474;0.0000114;3.811033;7.1963121;2677;0.990474;0.0000114;3.811033;7.1963121;96.0305;25.7231;23.615;23.5918;0.004033333;0.000547885;0.000413058;0.000500313;1.8699957;1.0792333;3.56562;1.11923;0.09771064;0.089702712;0.08961461;0.014476398;6.43481;26.2409;17.1991;16.8148;5.25554;17.2158;17.0311;5.30342;17.2158;17.0311;5.30342;-1;-1;-1;16.301;16.301;0;2582;0.00120506;22.966;45;53.1301;53.1301;120.864;0;0;0;0;0;0;1;0;97
97;3.582775;8.7542635;472708.69;396013.12;2531.86;2706.34;0.141264;424.10247;0;599.15939;321.33764;324;591.62331;460.40498;599.15939;2706;0.998063;0.000000962;1.1068333;2.48145;2706;0.998063;0.000000962;1.1068333;2.48145;174.479;51.0796;55.3086;53.0142;0.016362901;0.002532653;0.002630621;0.002792168;1.9959199;1.0619861;5.02628;1.12505;0.12044162;0.13041328;0.12500319;0.002609825;0.809721;33.6032;21.5488;21.9633;7.68618;21.5571;21.9633;7.71603;21.5571;21.9633;7.71603;-1;-1;-1;20.4883;20.4883;0;0;-14.511;0;57.2648;57.9946;57.2648;160.694;2;2;0;0;0;0;1;0;176
98;3.5804936;8.7484295;472060.69;395761.12;2447.34;2545.84;0.059616;275.50943;180;398.24125;284.81961;173.82338;396;284.94719;419.82852;2537;0.910272;0.003338797;6.52E+01;101.70576;2545;0.991489;0.000022;5.29E+00;7.1691799;98.5017;32.041;27.3657;37.7715;0.004476094;0.000560777;0.00039399;0.000905668;2.3220465;1.1200616;1.90436;1.07563;0.11629735;0.099327716;0.13709688;0.019192469;2.96422;27.0376;15.3747;14.6551;6.69662;15.56;14.6551;6.59704;16.2296;15.8647;6.21127;8.32886;3.38852;6.96104;4.4386;4.4386;0;2538;0.920424;11.7639;60.2551;53.1301;59.0362;88.696;0;0;0;0;0;0;9;0;99
99;3.5743052;8.7471346;471916.69;395077.12;2102.4;2618.59;3.099384;1986.5191;1271.4414;2517.174;1937.2779;1439.052;2573.3999;2025.1588;2755.1173;2567;0.900056;0.14142071;424.33764;761.91408;2567;0.900056;0.14142071;424.33764;9.2206879;516.194;235.999;226.627;229.291;0.91216174;0.25157841;0.20682502;0.23336515;1.923511;1.2216462;2.67347;1.07567;0.1188004;0.11408244;0.11542364;0.21360864;0.923501;42.0629;20.4489;20.4458;7.42228;20.7378;20.8003;7.2983;20.7378;20.8003;7.2983;-1;-1;-1;15.3713;14.3654;7.76866;2567;0.900056;21.6835;70.4976;80.789;83.2464;9.30044;8;6;2;5;5;0;52;0;517
100;3.5798364;8.7280084;469792.69;395689.12;2026;2136.82;0.134784;414.26117;252;505.4974;349.67299;337.86588;506.24128;401.76707;515.44157;2132;0.956467;0.001526643;4.41E+01;82.822743;2132;0.956467;0.001526643;4.41E+01;28.481558;110.823;50.2537;43.0713;47.981;0.009795459;0.00216742;0.001208796;0.002188555;1.5481407;1.065054;6.41813;1.0041;0.12130913;0.10397134;0.11582297;0.10642645;3.94731;53.8836;24.353;24.4295;10.2542;24.9735;25.1578;9.98613;24.9735;25.1578;9.98613;-1;-1;-1;9.83383;10.8163;3.74588;2132;0.956467;6.16485;85.2364;82.875;102.095;0;5;5;0;0;0;0;5;0;111
101;3.5742994;8.7270375;469684.69;395077.12;2026.1;2200.8;0.25272;567.25046;412.99688;586.64266;517.28209;526.16777;633.68372;567.44488;660.87213;2155;0.73783;0.12178317;393.7755;464.00764;2169;0.81797;0.090611038;339.66094;96.068487;174.695;84.1248;66.7522;88.3789;0.032130612;0.009330286;0.007452818;0.010774266;1.3573291;1.0525602;3.33179;1.2329;0.14830267;0.11767676;0.15580226;0.59878477;2.26176;35.294;22.9227;24.1964;7.2624;24.4503;25.0708;6.24622;24.017;23.9092;6.59881;26.4624;27.1073;3.7039;19.0298;21.002;8.21524;2161;0.772176;29.7478;119.055;125.538;119.358;55.7999;2;2;0;1;0;1;46;0;175
102;3.5710426;8.7273627;469720.69;394717.12;2048.39;2162.76;0.185976;486.61277;365.84201;555.85104;468.31294;409.86595;562.16784;490.6397;558.87029;2140;0.80102;0.057228295;269.93578;371.35986;2155;0.932171;0.009153108;107.95415;12.017344;114.372;71.0303;58.8691;73.2788;0.014894052;0.00527007;0.00381154;0.005766999;1.3190311;1.0779248;2.52411;1.39297;0.14596878;0.12097738;0.15058957;0.22184817;2.10192;32.9684;20.6893;22.3981;7.78209;21.3971;22.7265;7.34183;22.7331;24.0644;6.72118;17.2485;19.8441;7.71951;8.41943;8.79529;4.24259;2155;0.932171;26.4086;106.699;66.8014;104.931;48.9056;3;2;1;2;2;0;23;0;115
103;3.5456487;8.7623768;473608.69;391909.12;1815.5;1961.91;0.117936;387.50584;265.86595;375.62331;312.48585;337.86595;443.68396;393.30866;455.36799;1958;0.973284;0.001107881;37.557926;47.650555;1961;0.993774;0.0000602;8.7530467;11.105186;146.416;38.2061;30.9126;39.4747;0.01011306;0.000946027;0.000568986;0.001111813;1.3809199;1.0492375;1.60966;1.08605;0.098594785;0.079773244;0.10186874;0.022588167;4.38944;35.1335;22.1232;22.1066;6.65449;22.2499;22.1066;6.55354;22.3552;22.2615;6.49311;11.0894;11.0894;0;8.56237;8.56237;0;1960;0.986944;11.0894;147.995;108.435;108.435;0;0;0;0;0;0;0;4;0;147
104;3.546297;8.7507077;472312.69;391981.12;1820.48;2020.26;0.202176;507.36424;432;599.82852;494.118;457.49532;578.24128;509.74286;599.15939;1958;0.688362;0.07832305;315.79107;355.96712;1962;0.708384;0.072243383;303.28721;345.06728;199.781;106.094;99.884;103.812;0.026256975;0.008420245;0.007174223;0.008177202;1.394585;1.0588181;1.28333;1.03639;0.2091079;0.19686849;0.20461018;0.59777017;2.87775;36.8235;24.9576;27.52;8.05258;26.6095;28.3457;7.2684;26.4697;28.3457;7.30023;28.9263;30.0407;6.7903;21.2633;20.9968;8.54823;1961;0.703378;34.5019;30.9637;29.7449;32.7352;70.8683;2;1;1;2;1;1;5;58;201
105;3.5508547;8.7435755;471520.69;392485.12;1908.68;2106.55;0.409536;722.10624;557.52601;766.64266;702.89655;655.90356;762.49223;718.82261;777.13316;2025;0.587885;0.13830774;419.64137;536.61089;2106;0.997245;0.000192233;1.56E+01;40.373451;197.87;135.196;121.833;137.076;0.040925301;0.016230547;0.0138036;0.016816635;1.1582137;1.0872635;1.9235;1.15096;0.18722392;0.16871845;0.1898286;0.021665479;1.48256;40.5658;22.1144;23.1858;8.59621;22.2049;23.2784;8.53825;20.4809;20.2458;8.51712;26.2388;28.0447;7.14216;6.55274;7.34491;1.12029;2031;0.618208;33.8709;60.9454;79.6952;76.6075;50.1474;3;3;0;0;0;0;82;0;199
106;3.5739725;8.7231479;469252.69;395041.12;1929.6;2104.33;0.162648;455.07127;50.911687;764.0549;396.97243;221.84193;757.63305;493.32225;763.67532;2104;0.998111;0.0000262;5.77E+00;10.913612;2104;0.998111;0.0000262;5.77E+00;10.913612;174.728;45.2682;38.1498;32.1973;0.019072327;0.002425209;0.001996702;0.001889269;2.8161687;1.1081204;3.57563;1.10054;0.099474943;0.08383254;0.070752139;0.012682731;0.558939;31.6955;16.5023;15.7874;7.5424;16.533;16.0545;7.55864;16.533;16.0545;7.55864;-1;-1;-1;11.9539;11.9539;0;2104;0.998111;10.5867;98.5308;95.1944;98.1301;90;2;2;0;0;0;0;1;0;176
107;3.5765759;8.7160159;468460.69;395329.12;1076.61;1971.62;2.665224;1842.1369;371.68362;3175.6143;1858.1403;1173.6531;3081.6151;2060.2978;3176.3754;1962;0.989247;0.012176545;124.51369;171.10916;1964;0.991481;0.008917752;106.55719;152.27428;895.011;140.696;100.573;158.075;1.2604958;0.049487147;0.048591161;0.12420498;2.9731705;1.3570343;1.96875;1.58096;0.076376473;0.054595765;0.085810508;0.057844336;0.226064;42.8454;21.9365;22.3422;7.95433;22.0096;22.4043;7.89691;22.0161;22.407;7.89764;15.0835;16.4765;1.97008;6.16808;6.62974;3.28608;1963;0.990364;16.4765;125.928;126.634;125.311;49.5283;9;8;1;4;4;0;3;7;896
108;3.5661589;8.7328745;470332.69;394177.12;2042.59;2164.69;0.270864;587.26037;218.97946;616.22074;427.201;561.68372;631.58402;588.34081;628.71295;2153;0.904272;0.008047643;1.01E+02;198.48774;2159;0.953414;0.003432523;6.61E+01;17.36166;122.095;43.2522;40.1169;60.9661;0.021756813;0.004150496;0.003190936;0.006072127;1.1461551;1.0719194;9.00215;1.06622;0.073650802;0.068312022;0.10381437;0.11257219;0.243162;26.9436;13.7812;15.382;6.97092;13.9023;15.4364;6.97638;14.0165;15.5318;6.96502;8.83357;6.28925;6.06232;9.20087;7.94492;5.38772;2159;0.953414;14.2803;6.70984;20.556;166.759;73.7949;6;6;0;4;4;0;12;0;123
109;3.5619274;8.7413034;471268.69;393709.12;2179.29;2224.35;0.090072;338.64912;257.84198;371.68399;320.26722;257.84198;363.56472;323.9724;375.85104;2223;0.970004;0.00112231;37.801709;65.311953;2224;0.992194;0.000140472;1.34E+01;42.672667;45.0664;24.9524;20.6794;23.8386;0.003110542;0.000747196;0.000451596;0.000753674;1.2317755;1.0596493;6.58319;1.07022;0.073682141;0.061064512;0.070393281;0.039491112;0.640462;22.3767;9.27388;9.0602;5.14732;9.50355;9.15353;5.09814;9.50355;9.15353;5.09814;-1;-1;-1;3.07277;2.91995;0.28804;2223;0.970004;4.71674;71.565;78.6901;106.699;0;2;2;0;0;0;0;2;0;46
110;3.5593216;8.7400076;471124.69;393421.12;2117.07;2224.8;0.105624;366.72149;287.99998;417.68372;347.43188;309.79983;425.91426;363.08191;421.36918;2201;0.779085;0.023156162;171.70713;202.42759;2224;0.992574;0.000378104;21.941226;39.941637;107.734;57.9719;50.905;61.1956;0.007083879;0.002370853;0.001880694;0.002600598;1.3202398;1.070686;1.48717;1.02546;0.15808161;0.13881114;0.16687202;0.059830762;2.32223;32.4764;20.5541;20.1555;6.20574;20.8166;20.3227;5.93651;21.0356;20.6736;6.15971;19.7215;19.6669;4.67305;7.95357;13.5849;7.96393;2205;0.816214;26.42;54.4623;59.0362;70.0169;159.378;2;2;0;0;0;0;24;0;108
111;3.5602915;8.7160209;468460.69;393529.12;1766.2;1830.14;0.089424;337.42876;265.86591;370.08394;325.54468;292.43178;373.86595;336.33476;389.39955;1825;0.919666;0.003050011;62.316888;95.318138;1825;0.919666;0.003050011;62.316888;95.318138;63.9371;34.4135;36.344;34.8344;0.003669086;0.000980512;0.000865801;0.001000083;1.3317622;1.1042902;2.33959;1.09753;0.10198731;0.10770864;0.10323468;0.18468161;0.850446;23.7224;12.9624;13.1237;5.65702;13.387;13.1938;5.52224;13.387;13.1938;5.52224;-1;-1;-1;6.25374;6.42092;3.09273;1825;0.919666;8.56527;15.9454;21.8014;33.6901;90;2;2;0;0;0;0;1;5;65
112;3.5622479;8.7234756;469288.69;393745.12;1876.31;1970.7;0.103032;362.19389;237.79984;440.49844;328.62016;273.79984;434.97946;375.03379;445.29541;1970;0.992624;0.00016411;14.45517;33.728216;1970;0.992624;0.00016411;14.45517;33.728216;94.3848;35.8529;37.3562;32.3782;0.006570606;0.001259184;0.001234366;0.001123107;1.5115211;1.0820526;5.44428;1.09938;0.098988156;0.10313868;0.089394589;0.039910034;1.45462;25.9041;15.7467;15.9115;5.26473;15.9451;15.9791;5.14098;15.9451;15.9791;5.14098;-1;-1;-1;6.52395;6.76892;0.346442;1970;0.992624;6.72678;63.4349;80.5377;75.9638;0;2;2;0;0;0;0;1;0;95
113;3.5602949;8.7270417;469684.69;393529.12;1864.8;1995.46;0.166536;460.47825;0;586.03752;313.27329;360;578.55837;455.32607;586.03752;1995;0.996449;0.00000954;3.48E+00;6.3014075;1995;0.996449;0.00000954;3.48E+00;6.3014075;130.662;44.5334;42.1281;44.8555;0.015409618;0.002749505;0.002335881;0.002888806;1.6196926;1.0608715;3.26997;1.11605;0.096711295;0.091487605;0.097410614;0.007567569;2.5705;26.163;15.7877;17.004;6.54988;15.8675;17.1708;6.49893;15.8675;17.1708;6.49893;-1;-1;-1;3.96921;3.96921;0;0;-14.272;0;47.4896;45;42.5104;126.882;2;2;0;0;0;0;1;0;132
114;3.555082;8.7208846;469000.69;392953.12;1734.28;1826.14;0.064152;285.79864;0;451.07872;245.98761;221.84201;410.51246;322.38302;451.07872;1826;0.998455;0.000000357;0.67454452;1.6156206;1826;0.998455;0.000000357;0.67454452;1.6156206;91.8655;23.8937;26.0715;24.6854;0.004496821;0.000767604;0.000771368;0.000884254;2.4910611;1.0613087;5.73664;1.12498;0.083603186;0.091223434;0.086373487;0.002360209;5.26276;27.7959;15.0173;15.3365;5.09233;15.1194;15.4399;5.06848;15.1194;15.4399;5.06848;-1;-1;-1;8.68713;8.68713;0;0;-18.8784;0;61.3895;51.3402;61.3895;163.397;0;0;0;0;0;0;1;0;93
115;3.5537798;8.7225057;469180.69;392809.12;1768.14;1855.24;0.09396;345.88088;232.9969;377.52597;298.21334;257.84193;468;361.01716;473.50607;1855;0.997221;0.00000456;2.408743;3.8277397;1855;0.997221;0.00000456;2.41E+00;3.8277397;87.1021;19.7291;24.6353;34.3724;0.006103766;0.000728542;0.000807365;0.001782568;1.8741226;1.0650365;2.52525;1.03428;0.057040233;0.071224677;0.099376515;0.006964083;3.80637;29.2637;13.6523;13.5214;5.80937;13.7531;13.5214;5.76516;13.7531;13.5214;5.76516;-1;-1;-1;4.88458;4.88458;0;1855;0.997221;8.86839;71.565;90;98.7462;90;2;2;0;0;0;0;1;0;88
116;3.5456392;8.7280184;469792.69;391909.12;1732.28;1843.83;0.277992;594.93731;360;685.28451;557.55674;506.55844;663.85101;603.03674;687.77902;1823;0.813299;0.032805887;2.04E+02;261.13965;1836;0.92984;0.010591641;1.16E+02;195.279;111.549;63.8153;55.9774;73.5592;0.017205685;0.005917281;0.005459391;0.00782453;1.3364585;1.0796024;2.08598;1.10152;0.10726392;0.094089607;0.12364194;0.19519356;0.954699;28.4614;14.891;14.3356;6.28684;15.135;14.6926;6.23687;15.0263;14.3356;6.30638;16.5037;16.3182;5.25116;8.62679;8.62755;4.0733;1826;0.840193;23.2838;4.08567;163.301;6.009;67.8875;3;3;0;0;0;0;14;7;112
117;3.5485711;8.7302865;470044.69;392233.12;1832.37;1923.91;0.092016;342.2841;292.43178;398.55841;345.86811;296.73509;399.56469;350.80468;402.49223;1907;0.815255;0.014207569;134.49772;171.57996;1919;0.946336;0.002568384;57.185378;74.994229;91.5461;48.8088;43.6993;48.1765;0.005592339;0.001524479;0.001190655;0.001680583;1.3827433;1.0563679;1.55136;1.04191;0.14259744;0.12766979;0.14075008;0.16706992;1.46176;29.8722;17.7064;18.342;7.22598;18.0242;18.8682;7.14945;18.1305;19.7675;7.47346;17.1501;17.0871;3.64756;8.91534;9.22063;1.8215;1909;0.837102;20.8123;8.13011;168.69;169.695;132.157;2;2;0;0;0;0;13;4;92
118;3.5446644;8.7357979;470656.69;391801.12;1812.82;1901.65;0.111456;376.70968;309.79983;425.16901;367.5312;327.56465;421.49532;369.74343;439.43599;1876;0.711215;0.036528985;215.66211;341.83036;1877;0.722472;0.032068629;2.02E+02;334.62642;88.834;53.7472;51.3108;50.1787;0.006643592;0.001906161;0.001578495;0.001866465;1.360748;1.08161;2.62735;1.49417;0.14267537;0.13620778;0.13320261;0.53639963;3.10698;32.1813;17.031;16.4722;7.39071;18.2268;18.2706;7.35572;18.5182;18.9241;7.3365;13.9731;13.2796;6.96773;13.2998;13.0746;6.27731;1877;0.722472;13.9731;50.1944;63.4349;55.008;41.8241;3;1;2;0;0;0;2;24;90
119;3.5414105;8.7461712;471808.69;391441.12;1771.39;1827.74;0.081648;322.42435;252;398.55844;323.35668;268.99686;399.56469;338.39971;402.49223;1821;0.880373;0.005400573;82.922991;115.69789;1827;0.986839;0.0000897;10.688087;19.413177;56.3561;28.1948;25.1384;28.1814;0.003313282;0.000863935;0.00079069;0.000728582;1.5583297;1.0637744;2.41571;1.03014;0.087446325;0.077966903;0.087404679;0.03314913;0.619819;21.5527;10.4705;9.76166;4.51142;10.535;10.1578;4.50559;10.4798;9.76166;4.59159;11.5278;11.6094;2.6764;5.57315;5.57315;0;1824;0.933606;13.1169;81.8699;78.6901;79.6952;98.7665;2;2;0;2;2;0;7;0;57
